Date,Open,High,Low,Close,Adj Close,Volume
2019-07-18,126.690002,129.089996,126.660004,128.399994,126.764816,3528400
2019-07-19,126.800003,128.000000,123.800003,124.820000,123.230415,7819000
2019-07-22,124.750000,126.010002,124.699997,126.000000,124.395378,4839700
2019-07-23,126.379997,128.979996,126.360001,128.199997,126.567360,4055100
2019-07-24,127.709999,128.220001,126.790001,127.949997,126.320541,3628300
2019-07-25,127.809998,128.190002,126.500000,127.150002,125.530731,2663500
2019-07-26,127.089996,127.559998,126.300003,126.779999,125.165436,4236200
2019-07-29,126.910004,127.459999,126.540001,127.190002,125.570236,1829500
2019-07-30,126.570000,126.910004,126.300003,126.470001,124.859398,1575400
2019-07-31,126.529999,126.589996,123.620003,124.370003,122.786133,3221000
2019-08-01,123.769997,126.129997,123.519997,124.089996,122.509697,4489800
2019-08-02,123.919998,124.910004,123.080002,124.309998,122.726906,3268800
2019-08-05,122.459999,123.080002,120.160004,120.720001,119.182625,5876200
2019-08-06,121.059998,122.849998,120.870003,122.550003,120.989319,3497000
2019-08-07,120.919998,123.849998,120.220001,123.540001,121.966705,3170800
2019-08-08,123.849998,125.699997,123.699997,125.290001,123.694427,2976100
2019-08-09,125.580002,126.739998,124.720001,126.169998,124.563217,2138300
2019-08-12,124.989998,125.709999,123.800003,123.949997,122.371483,2638800
2019-08-13,123.860001,126.500000,122.510002,126.320000,124.711304,3175700
2019-08-14,124.349998,125.330002,122.129997,122.650002,121.088036,5626300
2019-08-15,122.650002,123.000000,121.139999,122.379997,120.821472,3031700
2019-08-16,123.500000,124.750000,122.690002,124.629997,123.042831,2343400
2019-08-19,126.099998,126.150002,124.339996,124.400002,122.815758,3286700
2019-08-20,123.629997,123.779999,121.339996,121.419998,119.873703,3641600
2019-08-21,122.500000,123.059998,121.989998,122.500000,120.939957,2948300
2019-08-22,123.309998,123.709999,121.769997,122.269997,120.712883,2322100
2019-08-23,122.000000,122.050003,117.059998,117.760002,116.260323,4800400
2019-08-26,118.330002,118.940002,117.379997,118.529999,117.020508,3170600
2019-08-27,119.089996,119.339996,116.849998,117.750000,116.250450,3145800
2019-08-28,117.029999,119.309998,116.970001,119.089996,117.573372,2327400
2019-08-29,120.459999,121.199997,119.959999,120.739998,119.202370,1901300
2019-08-30,121.470001,121.660004,119.820000,120.370003,118.837082,2366200
2019-09-03,119.860001,120.279999,117.519997,117.599998,116.102348,3198700
2019-09-04,118.419998,118.730003,117.800003,118.400002,116.892166,3746900
2019-09-05,119.500000,121.629997,119.500000,120.669998,119.133255,5261100
2019-09-06,121.139999,121.190002,120.000000,120.190002,118.659378,4552400
2019-09-09,121.209999,121.410004,119.519997,119.919998,118.392807,5336000
2019-09-10,119.599998,119.610001,116.300003,117.309998,115.816048,6196100
2019-09-11,117.120003,118.099998,116.750000,118.000000,116.497261,3674400
2019-09-12,119.000000,120.430000,118.779999,119.019997,117.504272,3733500
2019-09-13,119.239998,119.970001,118.290001,119.199997,117.681976,3941100
2019-09-16,118.139999,118.440002,116.680000,117.639999,116.141846,4280600
2019-09-17,117.900002,119.129997,117.500000,119.050003,117.533890,3054700
2019-09-18,118.589996,118.800003,117.470001,118.739998,117.227837,2844500
2019-09-19,118.610001,119.519997,117.599998,117.790001,116.289932,1975800
2019-09-20,117.830002,118.239998,116.370003,116.800003,115.312553,5301500
2019-09-23,116.360001,118.419998,116.099998,118.239998,116.734207,5089400
2019-09-24,118.889999,120.199997,117.519997,118.169998,116.665092,5128400
2019-09-25,117.860001,119.440002,117.059998,119.120003,117.603004,2742900
2019-09-26,119.309998,120.029999,118.839996,118.910004,117.395668,3411200
2019-09-27,119.129997,119.620003,117.980003,118.589996,117.079742,2909200
2019-09-30,119.050003,119.239998,118.139999,118.279999,116.773697,2345800
2019-10-01,118.699997,119.500000,116.610001,116.699997,115.213814,2841300
2019-10-02,115.760002,115.809998,112.750000,112.860001,111.422722,4908800
2019-10-03,112.199997,112.959999,111.059998,112.550003,111.541649,3529300
2019-10-04,112.660004,114.529999,112.599998,114.410004,113.384987,2728200
2019-10-07,113.910004,114.650002,113.599998,113.650002,112.631798,2556000
2019-10-08,112.830002,113.650002,112.050003,112.540001,111.531731,3757300
2019-10-09,113.250000,114.769997,113.230003,113.919998,112.899376,2365600
2019-10-10,114.809998,115.790001,113.930000,115.019997,113.989510,2384300
2019-10-11,116.739998,117.570000,116.190002,116.400002,115.357155,2860400
2019-10-14,116.139999,117.000000,115.940002,116.389999,115.347237,1864400
2019-10-15,117.029999,118.190002,116.730003,117.589996,116.536491,2379700
2019-10-16,117.629997,117.989998,117.070000,117.410004,116.358101,2136700
2019-10-17,118.010002,119.330002,117.959999,119.099998,118.032959,3005500
2019-10-18,119.730003,119.980003,116.669998,116.760002,115.713928,6188500
2019-10-21,117.550003,119.379997,117.489998,119.050003,117.983414,4259500
2019-10-22,118.669998,119.349998,118.290001,118.610001,117.547356,3912100
2019-10-23,118.419998,119.230003,115.510002,116.489998,115.446342,3921100
2019-10-24,116.440002,116.900002,116.139999,116.410004,115.367065,2551300
2019-10-25,116.360001,118.510002,116.269997,118.260002,117.200493,2324800
2019-10-28,118.639999,119.300003,118.070000,118.580002,117.517624,2552700
2019-10-29,118.089996,118.830002,117.080002,117.419998,116.368011,2756300
2019-10-30,117.440002,118.169998,116.860001,118.070000,117.012192,2264200
2019-10-31,117.790001,118.209999,116.889999,117.279999,116.229263,2507400
2019-11-01,118.410004,119.449997,118.169998,119.139999,118.072601,2036500
2019-11-04,119.620003,120.500000,119.010002,119.620003,118.548309,1956400
2019-11-05,119.839996,119.959999,117.760002,118.769997,117.705917,2630000
2019-11-06,118.889999,119.720001,118.889999,119.690002,118.617676,2420700
2019-11-07,120.269997,122.430000,120.099998,121.279999,120.193428,2845000
2019-11-08,121.010002,121.809998,120.889999,121.470001,120.381729,1984600
2019-11-11,120.760002,121.809998,120.510002,120.900002,119.816833,1704100
2019-11-12,120.870003,121.230003,120.410004,120.889999,119.806923,2012400
2019-11-13,120.269997,120.970001,120.129997,120.260002,119.182571,1807900
2019-11-14,120.000000,120.980003,119.800003,120.930000,119.846573,1990600
2019-11-15,120.980003,121.330002,120.389999,120.760002,119.678093,2341500
2019-11-18,120.559998,120.849998,119.400002,119.660004,118.587952,2617900
2019-11-19,120.010002,120.449997,119.860001,120.000000,118.924904,1891000
2019-11-20,119.830002,120.230003,118.930000,119.300003,118.231178,2544100
2019-11-21,119.290001,119.470001,118.489998,118.800003,117.735649,2783800
2019-11-22,119.209999,119.290001,118.410004,119.059998,117.993317,1629700
2019-11-25,119.139999,120.599998,119.139999,120.599998,119.519524,2285400
2019-11-26,120.910004,121.040001,119.599998,119.790001,118.716782,4596200
2019-11-27,120.000000,120.360001,119.349998,120.330002,119.251945,2629700
2019-11-29,120.070000,120.889999,119.779999,120.120003,119.043831,1961500
2019-12-02,120.309998,120.360001,117.070000,117.260002,116.209450,5538200
2019-12-03,116.040001,116.750000,114.650002,116.570000,115.525635,3792300
2019-12-04,117.309998,118.540001,117.000000,117.940002,116.883362,2444100
2019-12-05,117.910004,118.430000,117.589996,118.279999,117.220314,3128300
2019-12-06,120.209999,121.440002,119.910004,120.610001,119.529434,3287600
2019-12-09,120.440002,121.529999,120.110001,120.459999,119.380783,2885200
2019-12-10,120.449997,121.470001,120.029999,120.900002,119.816833,2518200
2019-12-11,120.879997,121.379997,120.099998,120.639999,119.559166,2015300
2019-12-12,120.599998,123.070000,120.050003,122.639999,121.541252,2933800
2019-12-13,122.470001,124.989998,122.080002,124.720001,123.602615,3919000
2019-12-16,125.650002,126.330002,123.339996,123.680000,122.571930,3416100
2019-12-17,123.989998,125.400002,123.250000,124.949997,123.830551,4325200
2019-12-18,125.029999,125.070000,124.080002,124.260002,123.146736,3154200
2019-12-19,124.180000,124.900002,123.879997,124.830002,123.711624,2543600
2019-12-20,125.860001,126.279999,124.830002,125.769997,124.643204,5828700
2019-12-23,125.739998,125.739998,123.699997,124.489998,123.374672,3031400
2019-12-24,124.949997,125.330002,124.379997,124.739998,123.622429,953500
2019-12-26,124.980003,125.440002,124.529999,125.410004,124.286438,1486600
2019-12-27,125.839996,125.970001,125.110001,125.190002,124.068405,1788600
2019-12-30,125.199997,125.459999,124.180000,124.300003,123.186378,2306500
2019-12-31,124.290001,124.570000,123.779999,124.489998,123.374672,2340400
2020-01-02,124.660004,126.269997,124.230003,125.849998,125.154785,2708000
2020-01-03,124.320000,125.099998,123.940002,124.599998,123.911690,2090600
2020-01-06,123.370003,124.160004,123.120003,124.059998,123.374672,2855200
2020-01-07,123.470001,124.400002,123.360001,123.410004,122.728264,2042300
2020-01-08,124.050003,126.360001,123.800003,125.540001,124.846497,3458200
2020-01-09,126.489998,127.879997,126.389999,127.809998,127.103958,2787100
2020-01-10,127.580002,128.169998,126.919998,127.279999,126.576881,2789200
2020-01-13,127.839996,128.949997,127.629997,128.539993,127.829918,3285700
2020-01-14,128.619995,130.089996,128.339996,128.800003,128.088486,3836000
2020-01-15,128.690002,129.839996,128.449997,129.820007,129.102859,3187200
2020-01-16,130.500000,130.929993,129.710007,130.550003,129.828827,2424500
2020-01-17,131.449997,131.860001,130.789993,131.520004,130.793472,3659400
2020-01-21,131.110001,131.820007,130.389999,130.529999,129.808929,3102700
2020-01-22,130.929993,132.270004,130.929993,131.490005,130.763641,2483800
2020-01-23,131.259995,131.570007,130.139999,131.369995,130.644287,3841000
2020-01-24,136.360001,138.130005,133.850006,135.110001,134.363632,8612500
2020-01-27,131.149994,131.979996,128.869995,130.639999,129.918320,6432400
2020-01-28,132.000000,133.869995,131.139999,132.449997,131.718323,3712700
2020-01-29,132.479996,133.130005,131.440002,131.679993,130.952576,2518400
2020-01-30,130.750000,133.330002,130.440002,133.220001,132.484070,2428500
2020-01-31,132.169998,132.250000,129.380005,129.869995,129.152573,3522600
2020-02-03,130.550003,132.220001,130.449997,131.000000,130.276337,2721900
2020-02-04,132.880005,133.339996,131.720001,131.850006,131.121643,2547500
2020-02-05,133.429993,133.800003,131.289993,133.600006,132.861984,4084500
2020-02-06,134.160004,134.350006,133.110001,133.250000,132.513901,1708600
2020-02-07,132.570007,132.750000,131.339996,131.820007,131.091812,2885600
2020-02-10,131.610001,132.500000,131.350006,132.240005,131.509491,1816500
2020-02-11,133.029999,133.649994,132.320007,132.630005,131.897339,1733300
2020-02-12,133.389999,133.720001,132.529999,133.240005,132.503967,1715400
2020-02-13,133.149994,134.669998,133.059998,134.460007,133.717224,3178300
2020-02-14,134.710007,136.369995,134.529999,135.869995,135.119431,2360300
2020-02-18,135.869995,136.750000,134.940002,135.600006,134.850937,2428200
2020-02-19,136.300003,137.419998,136.119995,136.929993,136.173569,1785000
2020-02-20,136.410004,138.039993,134.899994,136.580002,135.825516,2541700
2020-02-21,136.199997,136.270004,133.889999,134.899994,134.154785,3106100
2020-02-24,129.429993,130.960007,127.230003,128.190002,127.481857,6329300
2020-02-25,127.709999,127.989998,119.910004,120.900002,120.232132,7628100
2020-02-26,121.269997,122.430000,118.470001,118.500000,117.845390,5268000
2020-02-27,115.900002,117.480003,112.779999,112.809998,112.186821,8279800
2020-02-28,109.050003,111.029999,107.000000,109.930000,109.322731,11363600
2020-03-02,111.110001,113.989998,108.589996,113.870003,113.240967,9851600
2020-03-03,115.019997,116.400002,107.000000,108.010002,107.413338,9285000
2020-03-04,110.250000,115.790001,109.250000,115.699997,115.060852,7470900
2020-03-05,111.620003,112.589996,109.699997,110.940002,110.327156,12060600
2020-03-06,105.730003,108.769997,103.790001,108.239998,107.642059,9897700
2020-03-09,100.870003,101.440002,96.940002,98.290001,97.747032,12266300
2020-03-10,101.930000,103.370003,97.449997,103.300003,102.729355,9793200
2020-03-11,100.300003,100.959999,93.870003,95.379997,94.853104,8822900
2020-03-12,87.660004,89.610001,81.809998,83.529999,83.068565,12206600
2020-03-13,90.379997,100.080002,84.300003,99.599998,99.049789,12680400
2020-03-16,82.440002,93.180000,80.370003,85.870003,85.395645,15072400
2020-03-17,87.610001,88.940002,83.220001,86.580002,86.101723,10512200
2020-03-18,80.019997,81.519997,67.000000,73.750000,73.342590,14359300
2020-03-19,72.540001,77.889999,69.790001,77.070000,76.644257,12330400
2020-03-20,78.980003,82.440002,72.559998,74.120003,73.710548,12208600
2020-03-23,72.820000,75.419998,68.120003,68.959999,68.579056,8907600
2020-03-24,73.510002,84.769997,71.699997,84.050003,83.585701,10593900
2020-03-25,87.610001,96.459999,85.320000,90.169998,89.671883,11046500
2020-03-26,92.239998,99.690002,90.839996,93.290001,92.774651,9459400
2020-03-27,87.940002,91.970001,85.820000,88.730003,88.239845,6999800
2020-03-30,88.510002,91.389999,85.269997,90.269997,89.771332,5565000
2020-03-31,89.940002,90.900002,85.070000,85.610001,85.137077,6075900
2020-04-01,80.650002,81.309998,77.000000,77.839996,77.409996,8313400
2020-04-02,77.059998,79.120003,75.830002,76.660004,76.660004,8338100
2020-04-03,76.000000,76.660004,72.610001,73.599998,73.599998,10023100
2020-04-06,80.220001,84.250000,78.739998,83.870003,83.870003,11253000
2020-04-07,91.430000,93.300003,87.419998,87.580002,87.580002,8693200
2020-04-08,89.209999,93.000000,88.120003,92.080002,92.080002,6122800
2020-04-09,94.589996,97.849998,93.459999,94.820000,94.820000,6905000
2020-04-13,93.290001,93.419998,87.940002,90.330002,90.330002,5037700
2020-04-14,91.459999,92.500000,85.910004,88.389999,88.389999,8703200
2020-04-15,83.430000,85.400002,80.680000,83.790001,83.790001,10415600
2020-04-16,83.790001,83.940002,80.330002,81.349998,81.349998,7526600
2020-04-17,85.320000,87.389999,84.279999,87.389999,87.389999,8269000
2020-04-20,84.589996,85.269997,82.690002,84.010002,84.010002,6140400
2020-04-21,80.730003,82.459999,79.470001,81.519997,81.519997,7359600
2020-04-22,83.599998,83.654999,81.970001,82.540001,82.540001,4857508
